,t,ticks,u,I
1006,14585526,24777,75,38
1007,14588828,24815,75,36
1008,14592130,24851,74,42
1009,14595423,24888,74,42
1010,14598725,24925,74,37
1011,14602018,24961,73,40
1012,14605312,24997,73,40
1013,14608605,25033,73,41
1014,14611898,25069,72,39
1015,14615200,25104,72,44
1016,14618494,25140,72,44
1017,14621787,25175,71,40
1018,14625081,25210,71,41
1019,14628374,25245,70,41
1020,14631667,25280,70,44
1021,14634961,25314,70,41
1022,14638254,25349,69,48
1023,14641549,25383,69,48
1024,14644849,25417,69,46
1025,14648142,25452,69,42
1026,14651436,25485,68,45
1027,14654729,25519,68,45
1028,14658031,25552,68,43
1029,14661326,25586,67,45
1030,14664627,25619,67,45
1031,14667920,25652,67,48
1032,14671213,25685,66,45
1033,14674506,25718,66,45
1034,14677800,25750,66,45
1035,14681093,25782,65,46
1036,14684386,25814,65,46
1037,14687688,25846,65,46
1038,14690982,25878,64,49
1039,14694275,25910,64,51
1040,14697569,25941,64,48
1041,14700862,25973,63,48
1042,14704155,26003,63,49
1043,14707448,26035,63,49
1044,14710751,26065,62,49
1045,14714044,26096,62,47
1046,14717337,26126,62,50
1047,14720630,26157,61,50
1048,14723924,26187,61,50
1049,14727217,26217,61,48
1050,14730510,26247,60,50
1051,14733804,26277,60,50
1052,14737097,26306,60,50
1053,14740390,26335,59,48
1054,14743684,26365,59,52
1055,14746977,26394,59,52
1056,14750270,26423,58,52
1057,14753572,26451,58,49
1058,14756866,26480,58,50
1059,14760159,26508,57,50
1060,14763453,26537,57,51
1061,14766746,26565,57,52
1062,14770039,26593,56,52
1063,14773332,26621,56,51
1064,14776626,26648,56,52
1065,14779919,26675,55,50
1066,14783212,26702,55,50
1067,14786506,26730,55,50
1068,14789799,26756,54,53
1069,14793092,26783,54,53
1070,14796386,26810,54,53
1071,14799679,26836,53,52
1072,14802973,26862,53,53
1073,14806266,26888,53,53
1074,14809559,26914,52,54
1075,14812853,26940,52,51
